sensor_id,timestamp,data
SEN_005,2024-01-22,"{""energy_kwh"": 1246.48, ""location"": ""Building_A_Floor1""}"
SEN_006,2024-01-22,"{""energy_kwh"": 818.72, ""location"": ""Office_Tower_West""}"
SEN_007,2024-01-22,"{""energy_kwh"": 1261.07, ""location"": ""Building_B_Floor1""}"
SEN_008,2024-01-22,"{""energy_kwh"": 776.84, ""location"": ""Office_Tower_West""}"
SEN_009,2024-01-22,"{""energy_kwh"": 889.44, ""location"": ""Building_C_Rooftop""}"
SEN_010,2024-01-22,"{""energy_kwh"": 886.08, ""location"": ""Building_B_Floor1""}"
SEN_001,2024-01-23,"{""energy_kwh"": 923.37, ""location"": ""Building_B_Floor2""}"
SEN_002,2024-01-23,"{""energy_kwh"": 1217.26, ""location"": ""Office_Tower_West""}"
SEN_003,2024-01-23,"{""energy_kwh"": 1130.88, ""location"": ""Office_Tower_East""}"
SEN_004,2024-01-23,"{""energy_kwh"": 808.85, ""location"": ""Building_B_Floor2""}"
SEN_005,2024-01-23,"{""energy_kwh"": 893.58, ""location"": ""Building_A_Floor2""}"
SEN_006,2024-01-23,"{""energy_kwh"": 1153.8, ""location"": ""Office_Tower_East""}"
SEN_007,2024-01-23,"{""energy_kwh"": 1126.01, ""location"": ""Building_B_Floor1""}"
SEN_008,2024-01-23,"{""energy_kwh"": 1259.67, ""location"": ""Building_C_Rooftop""}"
SEN_009,2024-01-23,"{""energy_kwh"": 1280.85, ""location"": ""Factory_B""}"
SEN_010,2024-01-23,"{""energy_kwh"": 1197.43, ""location"": ""Building_A_Floor2""}"
SEN_001,2024-01-24,"{""energy_kwh"": 890.66, ""location"": ""Building_B_Floor2""}"
SEN_002,2024-01-24,"{""energy_kwh"": 1080.26, ""location"": ""Building_B_Floor2""}"
SEN_003,2024-01-24,"{""energy_kwh"": 1174.61, ""location"": ""Factory_B""}"
SEN_004,2024-01-24,"{""energy_kwh"": 1249.09, ""location"": ""Building_B_Floor2""}"
SEN_005,2024-01-24,"{""energy_kwh"": 1283.09, ""location"": ""Building_B_Floor1""}"
SEN_006,2024-01-24,"{""energy_kwh"": 806.13, ""location"": ""Factory_A""}"
SEN_007,2024-01-24,"{""energy_kwh"": 934.2, ""location"": ""Building_B_Floor1""}"
SEN_008,2024-01-24,"{""energy_kwh"": 223.84, ""location"": ""Warehouse_1""}"
SEN_009,2024-01-24,"{""energy_kwh"": 988.38, ""location"": ""Factory_B""}"
SEN_010,2024-01-24,"{""energy_kwh"": 863.6, ""location"": ""Factory_A""}"
SEN_001,2024-01-25,"{""energy_kwh"": 761.14, ""location"": ""Warehouse_1""}"
SEN_002,2024-01-25,"{""energy_kwh"": 1065.94, ""location"": ""Factory_B""}"
SEN_003,2024-01-25,"{""energy_kwh"": 891.4, ""location"": ""Building_A_Floor1""}"
SEN_004,2024-01-25,"{""energy_kwh"": 1219.89, ""location"": ""Building_A_Floor1""}"
SEN_005,2024-01-25,"{""energy_kwh"": 719.92, ""location"": ""Building_A_Floor1""}"
SEN_006,2024-01-25,"{""energy_kwh"": 1162.27, ""location"": ""Building_C_Rooftop""}"
SEN_007,2024-01-25,"{""energy_kwh"": 1029.22, ""location"": ""Building_A_Floor1""}"
SEN_008,2024-01-25,"{""energy_kwh"": 1315.43, ""location"": ""Factory_A""}"
SEN_009,2024-01-25,"{""energy_kwh"": 1230.68, ""location"": ""Building_A_Floor2""}"
SEN_010,2024-01-25,"{""energy_kwh"": 816.8, ""location"": ""Office_Tower_West""}"
SEN_001,2024-01-26,"{""energy_kwh"": 1237.99, ""location"": ""Building_A_Floor2""}"
SEN_002,2024-01-26,"{""energy_kwh"": 794.86, ""location"": ""Factory_B""}"
SEN_003,2024-01-26,"{""energy_kwh"": 1055.59, ""location"": ""Building_C_Rooftop""}"
SEN_004,2024-01-26,"{""energy_kwh"": 1416.92, ""location"": ""Factory_B""}"
SEN_005,2024-01-26,"{""energy_kwh"": 1138.39, ""location"": ""Factory_B""}"
SEN_006,2024-01-26,"{""energy_kwh"": 809.06, ""location"": ""Factory_A""}"
SEN_007,2024-01-26,"{""energy_kwh"": 791.67, ""location"": ""Building_A_Floor1""}"
SEN_008,2024-01-26,"{""energy_kwh"": 1238.13, ""location"": ""Office_Tower_East""}"
SEN_009,2024-01-26,"{""energy_kwh"": 1042.03, ""location"": ""Office_Tower_West""}"
SEN_010,2024-01-26,"{""energy_kwh"": 896.28, ""location"": ""Building_C_Rooftop""}"
SEN_001,2024-01-27,"{""energy_kwh"": 661.09, ""location"": ""Building_A_Floor1""}"
SEN_002,2024-01-27,"{""energy_kwh"": 928.08, ""location"": ""Factory_B""}"
SEN_003,2024-01-27,"{""energy_kwh"": 1183.65, ""location"": ""Office_Tower_West""}"
SEN_004,2024-01-27,"{""energy_kwh"": 748.17, ""location"": ""Building_B_Floor2""}"
SEN_005,2024-01-27,"{""energy_kwh"": 1251.66, ""location"": ""Factory_A""}"
SEN_006,2024-01-27,"{""energy_kwh"": 761.79, ""location"": ""Building_A_Floor2""}"
SEN_007,2024-01-27,"{""energy_kwh"": 705.33, ""location"": ""Building_B_Floor2""}"
SEN_008,2024-01-27,"{""energy_kwh"": 1253.26, ""location"": ""Building_B_Floor1""}"
SEN_009,2024-01-27,"{""energy_kwh"": 934.82, ""location"": ""Office_Tower_West""}"
SEN_010,2024-01-27,"{""energy_kwh"": 820.27, ""location"": ""Building_A_Floor1""}"
SEN_001,2024-01-28,"{""energy_kwh"": 1220.7, ""location"": ""Building_A_Floor2""}"
SEN_002,2024-01-28,"{""energy_kwh"": 1010.38, ""location"": ""Building_A_Floor2""}"
SEN_003,2024-01-28,"{""energy_kwh"": 987.58, ""location"": ""Building_A_Floor1""}"
SEN_004,2024-01-28,"{""energy_kwh"": 923.53, ""location"": ""Office_Tower_East""}"
SEN_005,2024-01-28,"{""energy_kwh"": 851.98, ""location"": ""Building_C_Rooftop""}"
SEN_006,2024-01-28,"{""energy_kwh"": 988.93, ""location"": ""Building_A_Floor1""}"
SEN_007,2024-01-28,"{""energy_kwh"": 672.38, ""location"": ""Building_A_Floor2""}"
SEN_008,2024-01-28,"{""energy_kwh"": 1115.24, ""location"": ""Office_Tower_East""}"
SEN_009,2024-01-28,"{""energy_kwh"": 887.97, ""location"": ""Building_B_Floor2""}"
SEN_010,2024-01-28,"{""energy_kwh"": 831.86, ""location"": ""Warehouse_1""}"
SEN_001,2024-01-29,"{""energy_kwh"": 714.82, ""location"": ""Building_B_Floor2""}"
SEN_002,2024-01-29,"{""energy_kwh"": 982.29, ""location"": ""Factory_A""}"
SEN_003,2024-01-29,"{""energy_kwh"": 792.56, ""location"": ""Building_B_Floor2""}"
SEN_004,2024-01-29,"{""energy_kwh"": 429.24, ""location"": ""Building_C_Rooftop""}"
SEN_005,2024-01-29,"{""energy_kwh"": 1068.78, ""location"": ""Factory_B""}"
SEN_006,2024-01-29,"{""energy_kwh"": 876.88, ""location"": ""Factory_B""}"
SEN_007,2024-01-29,"{""energy_kwh"": 948.54, ""location"": ""Warehouse_1""}"
SEN_008,2024-01-29,"{""energy_kwh"": 1068.3, ""location"": ""Building_C_Rooftop""}"
