sensor_id,type,timestamp,data
STRAIN_20240116_005,Structural Strain (A12),2024-01-16,66.23
STRAIN_20240117_001,Structural Strain (A12),2024-01-17,177.96
STRAIN_20240117_002,Structural Strain (A12),2024-01-17,81.37
STRAIN_20240117_003,Structural Strain (A12),2024-01-17,140.53
STRAIN_20240117_004,Structural Strain (A12),2024-01-17,252.11
STRAIN_20240117_005,Structural Strain (A12),2024-01-17,283.69
STRAIN_20240118_001,Structural Strain (A12),2024-01-18,179.7
STRAIN_20240118_002,Structural Strain (A12),2024-01-18,79.32
STRAIN_20240118_003,Structural Strain (A12),2024-01-18,38.47
STRAIN_20240118_004,Structural Strain (A12),2024-01-18,93.58
STRAIN_20240118_005,Structural Strain (A12),2024-01-18,245.05
STRAIN_20240119_001,Structural Strain (A12),2024-01-19,31.83
STRAIN_20240119_002,Structural Strain (A12),2024-01-19,200.63
STRAIN_20240119_003,Structural Strain (A12),2024-01-19,186.44
STRAIN_20240119_004,Structural Strain (A12),2024-01-19,232.92
STRAIN_20240119_005,Structural Strain (A12),2024-01-19,97.62
STRAIN_20240120_001,Structural Strain (A12),2024-01-20,82.67
STRAIN_20240120_002,Structural Strain (A12),2024-01-20,3.63
STRAIN_20240120_003,Structural Strain (A12),2024-01-20,233.74
STRAIN_20240120_004,Structural Strain (A12),2024-01-20,175.55
STRAIN_20240120_005,Structural Strain (A12),2024-01-20,82.22
STRAIN_20240121_001,Structural Strain (A12),2024-01-21,96.11
STRAIN_20240121_002,Structural Strain (A12),2024-01-21,69.58
STRAIN_20240121_003,Structural Strain (A12),2024-01-21,71.31
STRAIN_20240121_004,Structural Strain (A12),2024-01-21,166.27
STRAIN_20240121_005,Structural Strain (A12),2024-01-21,296.16
STRAIN_20240122_001,Structural Strain (A12),2024-01-22,124.28
STRAIN_20240122_002,Structural Strain (A12),2024-01-22,189.28
STRAIN_20240122_003,Structural Strain (A12),2024-01-22,194.63
STRAIN_20240122_004,Structural Strain (A12),2024-01-22,201.33
STRAIN_20240122_005,Structural Strain (A12),2024-01-22,52.28
STRAIN_20240123_001,Structural Strain (A12),2024-01-23,25.83
STRAIN_20240123_002,Structural Strain (A12),2024-01-23,168.1
STRAIN_20240123_003,Structural Strain (A12),2024-01-23,10.57
STRAIN_20240123_004,Structural Strain (A12),2024-01-23,209.34
STRAIN_20240123_005,Structural Strain (A12),2024-01-23,68.58
STRAIN_20240124_001,Structural Strain (A12),2024-01-24,26.43
STRAIN_20240124_002,Structural Strain (A12),2024-01-24,272.21
STRAIN_20240124_003,Structural Strain (A12),2024-01-24,178.22
STRAIN_20240124_004,Structural Strain (A12),2024-01-24,98.73
STRAIN_20240124_005,Structural Strain (A12),2024-01-24,32.73
STRAIN_20240125_001,Structural Strain (A12),2024-01-25,96.31
STRAIN_20240125_002,Structural Strain (A12),2024-01-25,147.53
STRAIN_20240125_003,Structural Strain (A12),2024-01-25,72.41
STRAIN_20240125_004,Structural Strain (A12),2024-01-25,123.59
STRAIN_20240125_005,Structural Strain (A12),2024-01-25,233.29
STRAIN_20240126_001,Structural Strain (A12),2024-01-26,223.84
STRAIN_20240126_002,Structural Strain (A12),2024-01-26,109.15
STRAIN_20240126_003,Structural Strain (A12),2024-01-26,265.07
STRAIN_20240126_004,Structural Strain (A12),2024-01-26,249.25
STRAIN_20240126_005,Structural Strain (A12),2024-01-26,78.56
STRAIN_20240127_001,Structural Strain (A12),2024-01-27,128.15
STRAIN_20240127_002,Structural Strain (A12),2024-01-27,219.78
STRAIN_20240127_003,Structural Strain (A12),2024-01-27,152.31
STRAIN_20240127_004,Structural Strain (A12),2024-01-27,281.45
STRAIN_20240127_005,Structural Strain (A12),2024-01-27,83.21
STRAIN_20240128_001,Structural Strain (A12),2024-01-28,25.91
STRAIN_20240128_002,Structural Strain (A12),2024-01-28,141.04
STRAIN_20240128_003,Structural Strain (A12),2024-01-28,122.28
STRAIN_20240128_004,Structural Strain (A12),2024-01-28,154.3
STRAIN_20240128_005,Structural Strain (A12),2024-01-28,229.85
STRAIN_20240129_001,Structural Strain (A12),2024-01-29,52.49
STRAIN_20240129_002,Structural Strain (A12),2024-01-29,117.52
STRAIN_20240129_003,Structural Strain (A12),2024-01-29,81.5
STRAIN_20240129_004,Structural Strain (A12),2024-01-29,238.93
STRAIN_20240129_005,Structural Strain (A12),2024-01-29,127.14
STRAIN_20240130_001,Structural Strain (A12),2024-01-30,127.09
STRAIN_20240130_002,Structural Strain (A12),2024-01-30,44.18
STRAIN_20240130_003,Structural Strain (A12),2024-01-30,216.27
STRAIN_20240130_004,Structural Strain (A12),2024-01-30,272.64
STRAIN_20240130_005,Structural Strain (A12),2024-01-30,282.54
STRAIN_20240131_001,Structural Strain (A12),2024-01-31,76.9
STRAIN_20240131_002,Structural Strain (A12),2024-01-31,859.34
STRAIN_20240131_003,Structural Strain (A12),2024-01-31,136.08
STRAIN_20240131_004,Structural Strain (A12),2024-01-31,222.46
STRAIN_20240131_005,Structural Strain (A12),2024-01-31,176.48
STRAIN_20240201_001,Structural Strain (A12),2024-02-01,89.42
STRAIN_20240201_002,Structural Strain (A12),2024-02-01,241.39
STRAIN_20240201_003,Structural Strain (A12),2024-02-01,76.11
STRAIN_20240201_004,Structural Strain (A12),2024-02-01,215.95
STRAIN_20240201_005,Structural Strain (A12),2024-02-01,267.47
STRAIN_20240202_001,Structural Strain (A12),2024-02-02,22.82
STRAIN_20240202_002,Structural Strain (A12),2024-02-02,261.03
STRAIN_20240202_003,Structural Strain (A12),2024-02-02,159.46
STRAIN_20240202_004,Structural Strain (A12),2024-02-02,259.43
STRAIN_20240202_005,Structural Strain (A12),2024-02-02,1.92
STRAIN_20240203_001,Structural Strain (A12),2024-02-03,844.9
STRAIN_20240203_002,Structural Strain (A12),2024-02-03,134.67
STRAIN_20240203_003,Structural Strain (A12),2024-02-03,241.17
STRAIN_20240203_004,Structural Strain (A12),2024-02-03,75.67
STRAIN_20240203_005,Structural Strain (A12),2024-02-03,16.98
STRAIN_20240204_001,Structural Strain (A12),2024-02-04,101.4
STRAIN_20240204_002,Structural Strain (A12),2024-02-04,204.66
STRAIN_20240204_003,Structural Strain (A12),2024-02-04,142.51
STRAIN_20240204_004,Structural Strain (A12),2024-02-04,252.03
STRAIN_20240204_005,Structural Strain (A12),2024-02-04,187.62
STRAIN_20240205_001,Structural Strain (A12),2024-02-05,192.32
STRAIN_20240205_002,Structural Strain (A12),2024-02-05,411.17
STRAIN_20240205_003,Structural Strain (A12),2024-02-05,260.74
STRAIN_20240205_004,Structural Strain (A12),2024-02-05,174.03
STRAIN_20240205_005,Structural Strain (A12),2024-02-05,261.96
STRAIN_20240206_001,Structural Strain (A12),2024-02-06,275.08
STRAIN_20240206_002,Structural Strain (A12),2024-02-06,79.74
STRAIN_20240206_003,Structural Strain (A12),2024-02-06,111.58
STRAIN_20240206_004,Structural Strain (A12),2024-02-06,267.17
STRAIN_20240206_005,Structural Strain (A12),2024-02-06,9.43
STRAIN_20240207_001,Structural Strain (A12),2024-02-07,267.92
STRAIN_20240207_002,Structural Strain (A12),2024-02-07,12.16
STRAIN_20240207_003,Structural Strain (A12),2024-02-07,197.03
STRAIN_20240207_004,Structural Strain (A12),2024-02-07,158.95
STRAIN_20240207_005,Structural Strain (A12),2024-02-07,40.52
STRAIN_20240208_001,Structural Strain (A12),2024-02-08,138.91
STRAIN_20240208_002,Structural Strain (A12),2024-02-08,164.34
STRAIN_20240208_003,Structural Strain (A12),2024-02-08,183.92
STRAIN_20240208_004,Structural Strain (A12),2024-02-08,183.55
STRAIN_20240208_005,Structural Strain (A12),2024-02-08,76.27
STRAIN_20240209_001,Structural Strain (A12),2024-02-09,296.03
STRAIN_20240209_002,Structural Strain (A12),2024-02-09,28.47
STRAIN_20240209_003,Structural Strain (A12),2024-02-09,7.26
STRAIN_20240209_004,Structural Strain (A12),2024-02-09,241.21
STRAIN_20240209_005,Structural Strain (A12),2024-02-09,213.8
STRAIN_20240210_001,Structural Strain (A12),2024-02-10,63.43
STRAIN_20240210_002,Structural Strain (A12),2024-02-10,149.95
STRAIN_20240210_003,Structural Strain (A12),2024-02-10,147.94
STRAIN_20240210_004,Structural Strain (A12),2024-02-10,298.24
STRAIN_20240210_005,Structural Strain (A12),2024-02-10,180.52
STRAIN_20240211_001,Structural Strain (A12),2024-02-11,197.73
STRAIN_20240211_002,Structural Strain (A12),2024-02-11,229.2
STRAIN_20240211_003,Structural Strain (A12),2024-02-11,80.29
STRAIN_20240211_004,Structural Strain (A12),2024-02-11,103.8
STRAIN_20240211_005,Structural Strain (A12),2024-02-11,226.77
STRAIN_20240212_001,Structural Strain (A12),2024-02-12,297.94
STRAIN_20240212_002,Structural Strain (A12),2024-02-12,123.49
STRAIN_20240212_003,Structural Strain (A12),2024-02-12,90.69
STRAIN_20240212_004,Structural Strain (A12),2024-02-12,37.38
STRAIN_20240212_005,Structural Strain (A12),2024-02-12,173.16
STRAIN_20240213_001,Structural Strain (A12),2024-02-13,189.29
STRAIN_20240213_002,Structural Strain (A12),2024-02-13,194.57
STRAIN_20240213_003,Structural Strain (A12),2024-02-13,190.52
STRAIN_20240213_004,Structural Strain (A12),2024-02-13,15.72
STRAIN_20240213_005,Structural Strain (A12),2024-02-13,70.93
STRAIN_20240214_001,Structural Strain (A12),2024-02-14,567.17
STRAIN_20240214_002,Structural Strain (A12),2024-02-14,199.84
STRAIN_20240214_003,Structural Strain (A12),2024-02-14,1.38
STRAIN_20240214_004,Structural Strain (A12),2024-02-14,204.67
STRAIN_20240214_005,Structural Strain (A12),2024-02-14,32.78
STRAIN_20240215_001,Structural Strain (A12),2024-02-15,22.66
STRAIN_20240215_002,Structural Strain (A12),2024-02-15,123.02
STRAIN_20240215_003,Structural Strain (A12),2024-02-15,134.51
STRAIN_20240215_004,Structural Strain (A12),2024-02-15,173.16
STRAIN_20240215_005,Structural Strain (A12),2024-02-15,177.86
STRAIN_20240216_001,Structural Strain (A12),2024-02-16,161.25
STRAIN_20240216_002,Structural Strain (A12),2024-02-16,275.74
STRAIN_20240216_003,Structural Strain (A12),2024-02-16,800.51
STRAIN_20240216_004,Structural Strain (A12),2024-02-16,257.08
STRAIN_20240216_005,Structural Strain (A12),2024-02-16,575.97
STRAIN_20240217_001,Structural Strain (A12),2024-02-17,868.37
STRAIN_20240217_002,Structural Strain (A12),2024-02-17,147.14
STRAIN_20240217_003,Structural Strain (A12),2024-02-17,254.84
STRAIN_20240217_004,Structural Strain (A12),2024-02-17,768.97
STRAIN_20240217_005,Structural Strain (A12),2024-02-17,93.13
STRAIN_20240218_001,Structural Strain (A12),2024-02-18,176.53
STRAIN_20240218_002,Structural Strain (A12),2024-02-18,223.71
STRAIN_20240218_003,Structural Strain (A12),2024-02-18,216.78
STRAIN_20240218_004,Structural Strain (A12),2024-02-18,236.87
STRAIN_20240218_005,Structural Strain (A12),2024-02-18,97.58
STRAIN_20240219_001,Structural Strain (A12),2024-02-19,4.58
STRAIN_20240219_002,Structural Strain (A12),2024-02-19,123.28
STRAIN_20240219_003,Structural Strain (A12),2024-02-19,270.79
STRAIN_20240219_004,Structural Strain (A12),2024-02-19,201.18
STRAIN_20240219_005,Structural Strain (A12),2024-02-19,181.48
STRAIN_20240220_001,Structural Strain (A12),2024-02-20,91.81
STRAIN_20240220_002,Structural Strain (A12),2024-02-20,214.98
STRAIN_20240220_003,Structural Strain (A12),2024-02-20,299.92
STRAIN_20240220_004,Structural Strain (A12),2024-02-20,32.47
STRAIN_20240220_005,Structural Strain (A12),2024-02-20,98.06
STRAIN_20240221_001,Structural Strain (A12),2024-02-21,47.87
STRAIN_20240221_002,Structural Strain (A12),2024-02-21,17.49
STRAIN_20240221_003,Structural Strain (A12),2024-02-21,293.41
STRAIN_20240221_004,Structural Strain (A12),2024-02-21,11.1
STRAIN_20240221_005,Structural Strain (A12),2024-02-21,22.73
STRAIN_20240222_001,Structural Strain (A12),2024-02-22,231.99
STRAIN_20240222_002,Structural Strain (A12),2024-02-22,71.55
STRAIN_20240222_003,Structural Strain (A12),2024-02-22,170.73
STRAIN_20240222_004,Structural Strain (A12),2024-02-22,206.6
STRAIN_20240222_005,Structural Strain (A12),2024-02-22,39.26
STRAIN_20240223_001,Structural Strain (A12),2024-02-23,277.06
STRAIN_20240223_002,Structural Strain (A12),2024-02-23,164.26
STRAIN_20240223_003,Structural Strain (A12),2024-02-23,230.96
STRAIN_20240223_004,Structural Strain (A12),2024-02-23,184.19
STRAIN_20240223_005,Structural Strain (A12),2024-02-23,111.31
STRAIN_20240224_001,Structural Strain (A12),2024-02-24,862.51
STRAIN_20240224_002,Structural Strain (A12),2024-02-24,284.1
STRAIN_20240224_003,Structural Strain (A12),2024-02-24,101.73
STRAIN_20240224_004,Structural Strain (A12),2024-02-24,236.63
STRAIN_20240224_005,Structural Strain (A12),2024-02-24,252.87
STRAIN_20240225_001,Structural Strain (A12),2024-02-25,47.12
STRAIN_20240225_002,Structural Strain (A12),2024-02-25,71.68
STRAIN_20240225_003,Structural Strain (A12),2024-02-25,121.73
STRAIN_20240225_004,Structural Strain (A12),2024-02-25,149.9
STRAIN_20240225_005,Structural Strain (A12),2024-02-25,82.21
STRAIN_20240226_001,Structural Strain (A12),2024-02-26,42.96
STRAIN_20240226_002,Structural Strain (A12),2024-02-26,55.1
STRAIN_20240226_003,Structural Strain (A12),2024-02-26,924.3
STRAIN_20240226_004,Structural Strain (A12),2024-02-26,99.12
STRAIN_20240226_005,Structural Strain (A12),2024-02-26,201.41
STRAIN_20240227_001,Structural Strain (A12),2024-02-27,39.3
STRAIN_20240227_002,Structural Strain (A12),2024-02-27,18.86
STRAIN_20240227_003,Structural Strain (A12),2024-02-27,229.03
STRAIN_20240227_004,Structural Strain (A12),2024-02-27,277.42
STRAIN_20240227_005,Structural Strain (A12),2024-02-27,131.04
STRAIN_20240228_001,Structural Strain (A12),2024-02-28,175.63
STRAIN_20240228_002,Structural Strain (A12),2024-02-28,194.55
STRAIN_20240228_003,Structural Strain (A12),2024-02-28,148.32
STRAIN_20240228_004,Structural Strain (A12),2024-02-28,195.75
STRAIN_20240228_005,Structural Strain (A12),2024-02-28,40.04
STRAIN_20240229_001,Structural Strain (A12),2024-02-29,142.01
STRAIN_20240229_002,Structural Strain (A12),2024-02-29,128.29
STRAIN_20240229_003,Structural Strain (A12),2024-02-29,275.26
STRAIN_20240229_004,Structural Strain (A12),2024-02-29,266.65
STRAIN_20240229_005,Structural Strain (A12),2024-02-29,241.22
STRAIN_20240301_001,Structural Strain (A12),2024-03-01,119.68
STRAIN_20240301_002,Structural Strain (A12),2024-03-01,210.31
STRAIN_20240301_003,Structural Strain (A12),2024-03-01,248.65
STRAIN_20240301_004,Structural Strain (A12),2024-03-01,111.51
STRAIN_20240301_005,Structural Strain (A12),2024-03-01,226.65
STRAIN_20240302_001,Structural Strain (A12),2024-03-02,76.64
STRAIN_20240302_002,Structural Strain (A12),2024-03-02,54.34
STRAIN_20240302_003,Structural Strain (A12),2024-03-02,222.44
STRAIN_20240302_004,Structural Strain (A12),2024-03-02,117.44
STRAIN_20240302_005,Structural Strain (A12),2024-03-02,165.42
STRAIN_20240303_001,Structural Strain (A12),2024-03-03,232.72
STRAIN_20240303_002,Structural Strain (A12),2024-03-03,278.64
STRAIN_20240303_003,Structural Strain (A12),2024-03-03,55.32
STRAIN_20240303_004,Structural Strain (A12),2024-03-03,33.45
STRAIN_20240303_005,Structural Strain (A12),2024-03-03,206.78
STRAIN_20240304_001,Structural Strain (A12),2024-03-04,220.51
STRAIN_20240304_002,Structural Strain (A12),2024-03-04,98.29
STRAIN_20240304_003,Structural Strain (A12),2024-03-04,274.44
STRAIN_20240304_004,Structural Strain (A12),2024-03-04,237.05
STRAIN_20240304_005,Structural Strain (A12),2024-03-04,273.46
STRAIN_20240305_001,Structural Strain (A12),2024-03-05,115.37
STRAIN_20240305_002,Structural Strain (A12),2024-03-05,146.22
STRAIN_20240305_003,Structural Strain (A12),2024-03-05,215.52
STRAIN_20240305_004,Structural Strain (A12),2024-03-05,227.9
STRAIN_20240305_005,Structural Strain (A12),2024-03-05,212.48
STRAIN_20240306_001,Structural Strain (A12),2024-03-06,218.71
STRAIN_20240306_002,Structural Strain (A12),2024-03-06,49.62
STRAIN_20240306_003,Structural Strain (A12),2024-03-06,257.53
STRAIN_20240306_004,Structural Strain (A12),2024-03-06,222.9
STRAIN_20240306_005,Structural Strain (A12),2024-03-06,238.51
STRAIN_20240307_001,Structural Strain (A12),2024-03-07,294.99
STRAIN_20240307_002,Structural Strain (A12),2024-03-07,245.92
STRAIN_20240307_003,Structural Strain (A12),2024-03-07,295.97
STRAIN_20240307_004,Structural Strain (A12),2024-03-07,31.45
STRAIN_20240307_005,Structural Strain (A12),2024-03-07,40.88
STRAIN_20240308_001,Structural Strain (A12),2024-03-08,142.79
STRAIN_20240308_002,Structural Strain (A12),2024-03-08,38.82
STRAIN_20240308_003,Structural Strain (A12),2024-03-08,282.81
STRAIN_20240308_004,Structural Strain (A12),2024-03-08,210.52
STRAIN_20240308_005,Structural Strain (A12),2024-03-08,38.32
STRAIN_20240309_001,Structural Strain (A12),2024-03-09,60.84
STRAIN_20240309_002,Structural Strain (A12),2024-03-09,166.48
STRAIN_20240309_003,Structural Strain (A12),2024-03-09,185.56
STRAIN_20240309_004,Structural Strain (A12),2024-03-09,189.39
STRAIN_20240309_005,Structural Strain (A12),2024-03-09,49.48
STRAIN_20240310_001,Structural Strain (A12),2024-03-10,248.12
STRAIN_20240310_002,Structural Strain (A12),2024-03-10,281.89
STRAIN_20240310_003,Structural Strain (A12),2024-03-10,214.13
STRAIN_20240310_004,Structural Strain (A12),2024-03-10,259.78
STRAIN_20240310_005,Structural Strain (A12),2024-03-10,263.45
STRAIN_20240311_001,Structural Strain (A12),2024-03-11,294.7
STRAIN_20240311_002,Structural Strain (A12),2024-03-11,106.49
STRAIN_20240311_003,Structural Strain (A12),2024-03-11,81.7
STRAIN_20240311_004,Structural Strain (A12),2024-03-11,232.15
STRAIN_20240311_005,Structural Strain (A12),2024-03-11,79.14
STRAIN_20240312_001,Structural Strain (A12),2024-03-12,74.24
STRAIN_20240312_002,Structural Strain (A12),2024-03-12,199.27
STRAIN_20240312_003,Structural Strain (A12),2024-03-12,84.82
STRAIN_20240312_004,Structural Strain (A12),2024-03-12,234.39
STRAIN_20240312_005,Structural Strain (A12),2024-03-12,230.39
STRAIN_20240313_001,Structural Strain (A12),2024-03-13,178.87
STRAIN_20240313_002,Structural Strain (A12),2024-03-13,31.55
STRAIN_20240313_003,Structural Strain (A12),2024-03-13,289.68
STRAIN_20240313_004,Structural Strain (A12),2024-03-13,121.95
STRAIN_20240313_005,Structural Strain (A12),2024-03-13,105.62
STRAIN_20240314_001,Structural Strain (A12),2024-03-14,80.98
STRAIN_20240314_002,Structural Strain (A12),2024-03-14,121.65
STRAIN_20240314_003,Structural Strain (A12),2024-03-14,280.41
STRAIN_20240314_004,Structural Strain (A12),2024-03-14,113.74
STRAIN_20240314_005,Structural Strain (A12),2024-03-14,61.39
STRAIN_20240315_001,Structural Strain (A12),2024-03-15,79.55
STRAIN_20240315_002,Structural Strain (A12),2024-03-15,16.1
STRAIN_20240315_003,Structural Strain (A12),2024-03-15,58.45
STRAIN_20240315_004,Structural Strain (A12),2024-03-15,64.59
STRAIN_20240315_005,Structural Strain (A12),2024-03-15,135.09
STRAIN_20240316_001,Structural Strain (A12),2024-03-16,253.84
STRAIN_20240316_002,Structural Strain (A12),2024-03-16,124.72
STRAIN_20240316_003,Structural Strain (A12),2024-03-16,285.49
STRAIN_20240316_004,Structural Strain (A12),2024-03-16,235.76
STRAIN_20240316_005,Structural Strain (A12),2024-03-16,105.23
STRAIN_20240317_001,Structural Strain (A12),2024-03-17,184.15
STRAIN_20240317_002,Structural Strain (A12),2024-03-17,43.83
STRAIN_20240317_003,Structural Strain (A12),2024-03-17,34.36
STRAIN_20240317_004,Structural Strain (A12),2024-03-17,245.79
STRAIN_20240317_005,Structural Strain (A12),2024-03-17,30.12
STRAIN_20240318_001,Structural Strain (A12),2024-03-18,255.36
STRAIN_20240318_002,Structural Strain (A12),2024-03-18,204.74
STRAIN_20240318_003,Structural Strain (A12),2024-03-18,105.88
STRAIN_20240318_004,Structural Strain (A12),2024-03-18,74.54
STRAIN_20240318_005,Structural Strain (A12),2024-03-18,74.98
STRAIN_20240319_001,Structural Strain (A12),2024-03-19,140.23
STRAIN_20240319_002,Structural Strain (A12),2024-03-19,204.1
STRAIN_20240319_003,Structural Strain (A12),2024-03-19,49.7
STRAIN_20240319_004,Structural Strain (A12),2024-03-19,38.87
STRAIN_20240319_005,Structural Strain (A12),2024-03-19,165.76
STRAIN_20240320_001,Structural Strain (A12),2024-03-20,204.0
STRAIN_20240320_002,Structural Strain (A12),2024-03-20,272.88
STRAIN_20240320_003,Structural Strain (A12),2024-03-20,51.16
STRAIN_20240320_004,Structural Strain (A12),2024-03-20,232.89
STRAIN_20240320_005,Structural Strain (A12),2024-03-20,65.9
STRAIN_20240321_001,Structural Strain (A12),2024-03-21,203.39
STRAIN_20240321_002,Structural Strain (A12),2024-03-21,279.26
STRAIN_20240321_003,Structural Strain (A12),2024-03-21,108.0
STRAIN_20240321_004,Structural Strain (A12),2024-03-21,51.28
STRAIN_20240321_005,Structural Strain (A12),2024-03-21,181.46
STRAIN_20240322_001,Structural Strain (A12),2024-03-22,219.1
STRAIN_20240322_002,Structural Strain (A12),2024-03-22,119.79
STRAIN_20240322_003,Structural Strain (A12),2024-03-22,157.92
STRAIN_20240322_004,Structural Strain (A12),2024-03-22,78.5
STRAIN_20240322_005,Structural Strain (A12),2024-03-22,245.34
STRAIN_20240323_001,Structural Strain (A12),2024-03-23,274.7
STRAIN_20240323_002,Structural Strain (A12),2024-03-23,219.49
STRAIN_20240323_003,Structural Strain (A12),2024-03-23,216.08
STRAIN_20240323_004,Structural Strain (A12),2024-03-23,211.6
STRAIN_20240323_005,Structural Strain (A12),2024-03-23,123.25
STRAIN_20240324_001,Structural Strain (A12),2024-03-24,159.05
STRAIN_20240324_002,Structural Strain (A12),2024-03-24,145.9
STRAIN_20240324_003,Structural Strain (A12),2024-03-24,10.5
STRAIN_20240324_004,Structural Strain (A12),2024-03-24,189.1
STRAIN_20240324_005,Structural Strain (A12),2024-03-24,249.4
STRAIN_20240325_001,Structural Strain (A12),2024-03-25,287.68
STRAIN_20240325_002,Structural Strain (A12),2024-03-25,244.9
STRAIN_20240325_003,Structural Strain (A12),2024-03-25,13.87
